time,n1,n2,weight
19,13,22,0.5505658
19,02,21,2.6375678
19,04,34,43.24871
19,04,38,53.274826
19,33,40,8.793337
19,39,20,23.325527
19,28,05,25.063576
19,36,08,58.10631
19,06,10,43.08137
19,10,11,44.809658
19,11,09,8.307637
19,20,08,12.392477
19,40,04,19.128197
19,26,11,11.983324
19,35,28,2.4257357
19,06,13,28.867226
19,09,38,10.809825
19,17,21,5.2818594
19,05,26,6.552222
19,34,36,6.9557824
19,37,19,44.822235
19,17,09,17.271105
19,23,07,9.286215
19,16,07,2.0278804
19,11,06,16.317938
19,03,21,9.582889
19,20,01,47.94444
19,27,19,40.057148
19,02,10,53.785923
19,17,32,2.076544
19,10,16,23.952858
19,38,04,53.274826
19,15,13,28.308172
19,09,10,6.1803875
19,19,26,26.591087
19,34,24,28.067701
19,39,06,20.834242
19,26,10,21.627457
19,31,26,55.40692
19,30,29,11.460518
19,13,15,28.308172
19,02,17,21.751806
19,25,19,16.498764
19,13,34,36.139523
19,30,17,57.659515
19,27,16,6.1038575
19,10,08,28.150984
19,22,01,7.739358
19,07,10,45.66365
19,25,24,21.103662
19,05,11,26.790945
19,40,10,13.74477
19,13,08,16.291409
19,10,40,13.74477
19,27,26,24.15974
19,39,26,4.0660677
19,09,35,15.791903
19,16,26,20.395336
19,19,12,6.7174926
19,02,39,7.046262
19,31,08,29.065681
19,19,25,16.498764
19,13,21,30.765913
19,01,14,24.527912
19,15,35,1.0169922
19,05,07,3.5483985
19,09,33,3.8084242
19,28,29,11.550167
19,34,06,50.78952
19,31,01,6.648765
19,31,40,26.155577
19,39,32,30.543203
19,38,40,11.332548
19,07,31,31.009132
19,09,31,15.384558
19,38,35,4.6213546
19,06,33,6.0339923
19,05,40,38.472878
19,15,16,45.18353
19,36,35,12.055167
19,11,29,21.842827
19,19,27,40.057148
19,36,30,3.7182484
19,02,23,49.042233
19,27,05,44.077686
19,27,38,0.0060983635
19,14,11,0.7185328
19,37,20,36.85492
19,39,23,26.95802
19,15,30,3.6280134
19,30,24,43.738945
19,15,26,50.603264
19,23,10,6.3465576
19,05,08,37.474
19,12,28,21.105543
19,04,22,7.4038844
19,22,23,23.252607
19,12,16,11.701732
19,27,37,14.385409
19,16,32,26.736078
19,16,20,7.985653
19,35,11,1.2235442
19,12,13,1.9758506
19,05,39,11.375254
19,01,10,34.290936
19,09,30,24.684828
19,11,30,62.204712
19,03,04,32.77761
19,26,15,50.603264
19,33,38,52.614063
19,10,02,53.785923
19,08,05,37.474
19,09,17,17.271105
19,02,25,20.084517
19,26,01,10.223766
19,20,39,23.325527
19,33,09,3.8084242
19,40,13,34.427433
19,22,27,56.67973
19,37,21,7.399633
19,38,06,19.047243
19,36,38,47.540314
19,34,03,26.500748
19,15,39,15.716812
19,31,35,22.652678
19,11,28,11.058944
19,27,21,26.394218
19,16,03,13.957459
19,18,22,60.505672
19,18,02,11.864643
19,34,40,28.631535
19,23,04,15.54087
19,38,25,26.039791
19,37,18,33.867065
19,33,20,31.560326
19,22,16,23.522682
19,34,05,18.311834
19,17,04,3.9058602
19,25,06,14.84816
19,02,06,5.306533
19,21,40,5.0744233
19,29,34,2.8152463
19,33,10,8.79168
19,26,34,12.795769
19,38,26,18.329857
19,16,05,6.37697
19,34,28,10.549214
19,36,21,16.607862
19,07,36,52.706886
19,27,30,39.10113
19,05,34,18.311834
19,25,32,44.21982
19,28,31,22.170126
19,33,16,15.9200945
19,04,29,16.548052
19,24,06,39.6532
19,07,19,20.43813
19,11,26,11.983324
19,30,26,6.6980205
19,07,27,5.4523945
19,17,27,14.0267105
19,10,26,21.627457
19,27,10,22.180132
19,36,14,13.511819
19,18,26,0.14757201
19,30,31,35.06652
19,19,13,34.335873
19,34,39,12.519505
19,32,01,24.217033
19,24,02,9.012367
19,24,25,21.103662
19,17,05,14.516027
19,06,19,12.800389
19,33,32,33.187366
19,25,01,2.7007911
19,22,03,26.31808
19,35,13,19.068558
19,10,01,34.290936
19,13,12,1.9758506
19,04,12,39.753925
19,11,13,35.285362
19,03,07,14.49328
19,27,33,19.76418
19,39,12,29.505527
19,26,05,6.552222
19,16,15,45.18353
19,17,14,25.123411
19,21,38,62.75
19,39,10,11.4278145
19,34,37,56.094856
19,38,16,0.6193799
19,07,12,16.15863
19,04,23,15.54087
19,35,12,1.4280633
19,24,39,1.4663448
19,39,13,18.30566
19,18,05,11.763176
19,01,25,2.7007911
19,20,36,7.3012934
19,12,27,17.008749
19,17,11,24.949986
19,13,31,16.513721
19,40,38,11.332548
19,26,25,39.32622
19,34,02,12.096044
19,27,14,30.267529
19,06,26,34.10277
19,37,35,32.963955
19,28,12,21.105543
19,35,37,32.963955
19,04,09,12.18232
19,23,11,21.88211
19,20,30,40.938427
19,20,06,35.03927
19,28,16,5.615309
19,33,15,40.37122
19,35,06,6.951492
19,19,18,17.286442
19,35,02,15.168995
19,33,08,19.526382
19,16,23,40.850117
19,06,01,10.092086
19,05,31,9.010138
19,31,37,5.2180614
19,29,33,26.666367
19,21,08,19.844828
19,18,16,57.431015
19,28,27,33.767307
19,40,34,28.631535
19,31,13,16.513721
19,05,18,11.763176
19,27,03,35.12362
19,35,01,53.73397
19,11,24,4.7618833
19,08,15,11.371345
19,02,32,31.21851
19,06,37,32.485783
19,13,19,34.335873
19,35,26,14.071236
19,20,37,36.85492
19,10,39,11.4278145
19,07,39,25.864605
19,19,20,12.315738
19,01,31,6.648765
19,05,17,14.516027
19,33,39,10.620873
19,30,28,48.12005
19,40,31,26.155577
19,25,33,12.940918
19,21,28,33.07653
19,29,11,21.842827
19,40,30,17.143124
19,29,12,15.739084
19,02,31,23.348948
19,33,36,49.12742
20,29,13,21.16196
20,38,40,37.850376
20,31,06,6.541171
20,27,29,48.743492
20,03,04,24.175377
20,04,38,27.702374
20,01,03,13.520478
20,35,06,13.305339
20,15,20,20.442585
20,25,23,8.596119
20,37,11,7.275572
20,30,14,5.732673
20,20,05,63.030712
20,32,08,46.77298
20,15,23,9.98998
20,32,38,46.892338
20,37,06,9.231369
20,27,37,1.0100938
20,12,31,14.642888
20,10,31,22.82273
20,31,22,3.0280862
20,19,34,18.630589
20,24,20,1.0126736
20,34,26,2.3579617
20,14,19,10.4913
20,04,40,14.280322
20,02,25,56.645954
20,40,38,37.850376
20,23,12,38.144108
20,37,03,27.42179
20,23,24,11.775832
20,01,14,14.238292
20,05,18,0.8136223
20,20,11,17.734768
20,08,26,12.44849
20,04,01,0.99013734
20,24,02,37.52812
20,35,38,24.40315
20,37,24,37.644848
20,05,19,28.681206
20,03,10,10.76061
20,27,11,17.72306
20,04,05,4.5154734
20,02,09,17.789648
20,06,37,9.231369
20,20,08,22.524931
20,26,11,3.422744
20,26,36,18.379894
20,20,33,38.050964
20,13,09,12.801973
20,06,25,54.769623
20,21,03,31.956007
20,20,38,10.12005
20,34,33,7.0448685
20,32,16,24.708902
20,08,31,2.5064454
20,07,03,8.355967
20,36,22,11.23766
20,29,18,6.0034943
20,03,37,27.42179
20,34,20,3.2543833
20,23,19,19.420734
20,33,21,1.4991442
20,36,29,40.20781
20,38,36,17.83959
20,12,24,12.633314
20,09,31,31.78835
20,01,04,0.99013734
20,01,27,5.882104
20,18,01,4.639492
20,38,22,24.513266
20,40,32,36.933968
20,40,30,12.021402
20,07,38,8.160297
20,30,28,34.372192
20,22,38,24.513266
20,17,38,4.2245817
20,15,29,31.82247
20,25,22,8.229237
20,27,18,28.556383
20,18,23,5.678805
20,24,33,34.651073
20,12,14,0.60274744
20,05,14,8.175348
20,15,38,49.448906
20,34,36,43.860653
20,35,22,2.802844
20,30,06,42.8122
20,23,10,56.65972
20,25,34,5.6116652
20,15,33,39.00138
20,04,37,5.3160133
20,15,31,17.405848
20,37,27,1.0100938
20,31,25,19.838243
20,21,05,30.198257
20,38,32,46.892338
20,19,05,28.681206
20,36,04,30.25368
20,39,17,44.537937
20,06,33,0.049623437
20,31,02,24.367989
20,05,04,4.5154734
20,26,12,10.181465
20,39,18,12.043334
20,29,06,12.785589
20,25,04,3.4219973
20,04,07,28.132948
20,36,38,17.83959
20,35,05,11.232148
20,08,32,46.77298
20,38,35,24.40315
20,02,31,24.367989
20,18,11,15.100264
20,08,29,16.308933
20,10,06,23.88603
20,21,10,13.945281
20,13,03,4.688684
20,01,28,31.318407
20,12,02,13.93528
20,18,17,24.198746
20,31,03,17.30538
20,01,26,11.043323
20,20,31,16.29462
20,17,25,8.339725
20,26,37,23.98567
20,20,34,3.2543833
20,28,12,20.068523
20,03,05,24.223259
20,01,08,5.8078256
20,37,30,27.234789
20,08,40,16.883331
20,22,01,34.09909
20,40,39,1.297573
20,24,37,37.644848
20,03,09,1.4128244
20,18,24,22.989805
20,32,04,23.494963
20,08,20,22.524931
20,02,14,47.673218
20,40,03,12.217709
20,33,39,5.2436438
20,11,26,3.422744
20,16,14,16.491867
20,26,14,7.2272506
20,31,08,2.5064454
20,14,36,8.726605
20,28,23,31.221762
20,16,18,2.0057127
20,22,19,14.734046
20,04,31,26.697947
20,34,03,19.090734
20,40,31,0.48792633
20,36,07,4.246703
20,16,02,16.288916
20,07,25,3.8523312
20,03,17,18.937172
20,23,37,24.162432
20,27,40,14.074033
20,25,37,0.23047696
20,38,05,44.73904
20,24,32,5.6299076
20,33,35,10.52992
20,35,33,10.52992
20,19,01,7.3254685
20,35,19,23.831558
20,12,21,34.532978
20,32,01,45.499847
20,09,05,16.080273
20,26,03,15.833588
20,19,12,0.53685457
20,34,29,4.4904838
20,35,15,17.385193
20,07,08,17.60909
20,24,10,61.518555
20,01,11,12.703182
20,35,36,18.016129
20,16,35,12.0768585
20,38,09,16.049608
20,19,27,50.28836
20,18,31,2.9140663
20,32,06,3.2001066
20,02,13,16.1994
20,23,25,8.596119
20,17,33,6.301469
20,12,30,13.90713
20,30,13,16.19142
20,40,02,32.50205
20,14,38,8.434582
20,04,21,18.859274
20,27,15,14.1958275
20,31,20,16.29462
20,40,05,40.41071
20,19,31,49.0073
20,14,01,14.238292
20,35,02,9.358447
20,33,02,28.43197
20,10,18,25.992165
20,02,17,8.071694
20,38,27,28.517296
20,33,36,16.99779
20,23,01,8.77219
20,17,12,78.99866
20,12,10,4.3867283
20,02,21,20.140831
20,20,36,35.16489
20,28,34,0.06057781
20,11,24,37.066147
20,03,26,15.833588
20,14,28,7.957858
20,18,06,6.502733
20,28,01,31.318407
20,28,38,12.959441
20,13,29,21.16196
20,31,19,49.0073
20,32,09,24.770502
20,33,22,14.593018
20,34,24,12.780065
20,17,31,2.4197164
20,02,16,16.288916
20,36,26,18.379894
20,36,19,13.160415
20,05,24,23.067955
20,10,02,51.482273
20,38,04,27.702374
20,08,33,25.218342
20,21,37,2.4982836
20,25,31,19.838243
20,05,37,0.62662953
20,31,21,36.162437
20,28,10,34.551178
20,09,30,14.800411
20,15,17,25.915516
20,13,05,19.547672
20,36,20,35.16489
20,21,27,30.375349
20,17,20,0.87605953
20,32,24,5.6299076
20,19,14,10.4913
20,23,28,31.221762
20,26,27,7.817347
20,36,15,5.413508
20,34,19,18.630589
20,18,02,39.10636
20,01,18,4.639492
20,17,39,44.537937
20,14,04,9.2991085
20,05,38,44.73904
20,22,18,5.5181146
20,38,28,12.959441
20,28,26,25.807116
20,13,19,7.771018
20,10,17,32.16879
20,10,37,11.403405
20,27,38,28.517296
20,16,27,13.184884
20,33,40,3.7954023
20,29,20,24.26678
20,39,16,50.262627
20,30,07,10.427884
20,02,28,44.274673
20,08,21,44.370045
20,11,18,15.100264
20,12,29,19.76202
20,10,23,56.65972
20,07,02,4.7627416
20,09,06,39.54423
20,17,23,25.500887
20,22,07,3.8378992
20,39,02,15.36033
20,40,08,16.883331
20,39,21,5.546823
20,31,17,2.4197164
20,16,28,22.078688
20,03,30,22.40078
20,27,20,3.4571733
20,05,28,38.66057
20,36,14,8.726605
20,28,18,0.14834757
20,05,40,40.41071
20,24,40,5.631822
20,14,30,5.732673
20,05,20,63.030712
20,11,36,3.1475348
20,02,12,13.93528
20,22,32,13.1117115
20,23,17,25.500887
20,13,02,16.1994
20,15,26,20.982962
20,06,19,1.4820853
20,17,22,17.221132
20,22,14,10.684844
20,24,05,23.067955
20,25,08,2.3878865
20,38,30,18.97785
20,05,35,11.232148
20,32,40,36.933968
20,13,40,0.62207437
20,30,01,5.3896313
20,37,22,25.028172
20,13,12,4.3670163
20,13,18,28.039934
20,13,27,5.830634
20,04,03,24.175377
20,26,01,11.043323
20,20,29,24.26678
20,11,07,18.501917
20,02,20,54.96853
20,34,12,22.913864
20,13,17,19.353321
20,19,03,21.962969
20,33,06,0.049623437
20,20,37,14.095511
20,29,12,19.76202
20,25,02,56.645954
20,03,01,13.520478
20,26,34,2.3579617
20,04,12,5.74566
20,34,23,11.209219
20,25,29,31.991888
20,08,18,20.061274
20,03,07,8.355967
20,02,29,9.224074
20,38,33,22.925095
20,28,14,7.957858
20,29,08,16.308933
20,29,37,31.238419
20,33,24,34.651073
20,31,07,15.984355
20,17,03,18.937172
20,02,38,36.385216
20,12,26,10.181465
20,35,10,16.444565
20,25,05,46.520348
20,19,06,1.4820853
20,36,12,40.089855
20,30,05,6.3997035
20,07,14,1.7658613
20,13,30,16.19142
20,16,39,50.262627
20,30,25,40.066822
20,09,10,29.676266
20,26,28,25.807116
20,09,04,7.183714
20,19,36,13.160415
20,31,14,10.9753275
20,27,02,24.611862
20,31,12,14.642888
20,05,03,24.223259
20,04,09,7.183714
20,02,27,24.611862
20,28,20,17.148172
20,06,18,6.502733
20,08,39,7.4205356
20,10,12,4.3867283
20,40,33,3.7954023
20,23,03,19.211401
20,27,17,8.331887
20,29,15,31.82247
20,38,01,0.58638316
20,16,11,36.795135
20,21,01,23.950798
20,30,38,18.97785
20,09,29,6.5290275
20,25,26,21.850824
20,33,08,25.218342
20,15,37,8.234825
20,35,32,39.74642
20,15,36,5.413508
20,05,09,16.080273
20,02,07,4.7627416
20,03,12,21.3299
20,32,27,21.699396
20,06,38,23.911953
20,02,24,37.52812
20,19,17,5.560369
20,18,21,13.503251
20,13,14,31.244894
20,22,33,14.593018
20,37,15,8.234825
20,11,02,27.071468
20,29,10,9.838027
20,19,16,15.33861
20,28,16,22.078688
20,24,12,12.633314
20,13,37,31.98358
20,07,05,7.3154435
20,10,22,39.24229
20,02,01,29.303188
20,40,01,95.340126
20,01,32,45.499847
20,26,38,14.600944
20,25,17,8.339725
20,01,09,0.24996363
20,38,08,6.0171967
20,34,15,5.2411156
20,13,25,37.78464
20,22,36,11.23766
20,36,37,23.805546
20,37,26,23.98567
20,25,13,37.78464
20,38,26,14.600944
20,36,05,47.42882
20,20,21,36.374344
20,31,35,22.65554
20,31,09,31.78835
20,18,05,0.8136223
20,19,22,14.734046
20,32,37,36.22704
20,05,12,26.407406
20,25,14,4.3580017
20,24,18,22.989805
20,37,05,0.62662953
20,23,34,11.209219
20,40,13,0.62207437
20,16,23,17.62209
20,10,21,13.945281
20,28,02,44.274673
20,03,34,19.090734
20,34,39,6.550605
20,19,02,21.849089
20,06,24,7.064332
20,30,09,14.800411
20,14,23,22.831373
20,01,33,1.2763513
20,17,27,8.331887
20,07,36,4.246703
20,30,27,5.584791
20,02,18,39.10636
20,29,16,33.829792
20,20,02,54.96853
20,10,29,9.838027
20,24,11,37.066147
20,08,25,2.3878865
20,11,33,28.27551
20,07,11,18.501917
20,09,13,12.801973
20,37,36,23.805546
20,02,03,20.32
20,18,39,12.043334
20,06,39,26.128765
20,01,22,34.09909
20,35,27,27.368277
20,20,17,0.87605953
20,31,33,16.411526
20,33,13,4.53367
20,35,16,12.0768585
20,37,25,0.23047696
20,06,30,42.8122
20,37,10,11.403405
20,09,38,16.049608
20,21,31,36.162437
20,26,08,12.44849
20,32,19,20.814451
20,22,40,6.3827176
20,08,16,23.302107
20,38,02,36.385216
20,20,28,17.148172
20,29,07,0.15821147
20,18,32,16.318533
20,15,16,5.5387654
20,14,22,10.684844
20,37,02,19.66088
20,06,31,6.541171
20,30,24,9.831473
20,04,06,17.165003
20,30,33,15.205669
20,02,37,19.66088
20,24,01,16.270601
20,21,18,13.503251
20,09,32,24.770502
20,09,40,1.9215904
20,27,16,13.184884
20,33,09,28.555933
20,17,05,6.7509694
20,09,02,17.789648
20,27,05,13.605886
20,34,31,15.077343
20,01,02,29.303188
20,32,18,16.318533
20,18,16,2.0057127
20,29,09,6.5290275
20,29,26,24.797207
20,05,21,30.198257
20,05,27,13.605886
20,14,24,3.33559
20,04,32,23.494963
20,16,09,19.735474
20,12,04,5.74566
20,35,09,19.253141
20,13,16,32.023106
20,27,31,9.773771
20,30,37,27.234789
20,21,39,5.546823
20,10,24,61.518555
20,05,32,5.4709835
20,05,06,8.229118
20,10,09,29.676266
20,22,25,8.229237
20,28,03,8.191419
20,16,37,14.224438
20,07,12,31.927567
20,33,38,22.925095
20,02,33,28.43197
20,21,04,18.859274
20,21,30,15.671952
20,37,32,36.22704
20,33,31,16.411526
20,22,23,45.999092
20,22,11,35.208706
20,20,27,3.4571733
20,32,29,28.043537
20,38,17,4.2245817
20,02,40,32.50205
20,12,39,25.10997
20,17,02,8.071694
20,14,31,10.9753275
20,20,24,1.0126736
20,12,34,22.913864
20,31,04,26.697947
20,06,04,17.165003
20,26,15,20.982962
20,37,13,31.98358
20,18,27,28.556383
20,22,35,2.802844
20,18,29,6.0034943
20,01,19,7.3254685
20,06,17,34.733166
20,17,14,39.375015
20,19,21,14.626518
20,27,26,7.817347
20,32,20,12.799528
20,12,28,20.068523
20,18,08,20.061274
20,06,05,8.229118
20,37,40,39.28464
20,27,32,21.699396
20,15,34,5.2411156
20,01,24,16.270601
20,38,39,35.91397
20,01,36,7.0140743
20,32,35,39.74642
20,25,09,5.9860616
20,32,22,13.1117115
20,12,36,40.089855
20,25,30,40.066822
20,15,30,44.043015
20,13,36,33.743797
20,05,36,47.42882
20,35,12,19.165731
20,16,13,32.023106
20,12,03,21.3299
20,21,19,14.626518
20,17,40,11.514507
20,26,19,17.91823
20,36,25,34.43321
20,27,13,5.830634
20,11,21,15.230851
20,34,01,15.982732
20,16,08,23.302107
20,29,34,4.4904838
20,24,14,3.33559
20,17,29,55.057034
20,20,03,61.297443
20,31,10,22.82273
20,04,36,30.25368
20,19,32,20.814451
20,09,01,0.24996363
20,38,34,45.47972
20,14,09,3.458568
20,33,15,39.00138
20,25,16,21.118645
20,21,12,34.532978
20,09,23,23.035072
20,21,34,3.7746933
20,40,27,14.074033
20,33,11,28.27551
20,19,35,23.831558
20,01,21,23.950798
20,20,23,48.0141
20,01,31,11.301383
20,19,13,7.771018
20,29,27,48.743492
20,03,20,61.297443
20,14,17,39.375015
20,29,17,55.057034
20,34,14,1.439182
20,22,10,39.24229
20,34,38,45.47972
20,10,05,31.065117
20,31,34,15.077343
20,04,25,3.4219973
20,31,40,0.48792633
20,22,17,17.221132
20,06,29,12.785589
20,30,26,17.564396
20,13,33,4.53367
20,01,38,0.58638316
20,11,39,25.42894
20,38,07,8.160297
20,23,18,5.678805
20,23,16,17.62209
20,23,22,45.999092
20,26,16,22.259714
20,12,23,38.144108
20,27,01,5.882104
20,38,06,23.911953
20,07,04,28.132948
20,35,26,1.3057978
20,21,08,44.370045
20,21,33,1.4991442
20,34,32,46.5788
20,18,22,5.5181146
20,29,02,9.224074
20,19,26,17.91823
20,11,22,35.208706
20,37,35,20.553938
20,37,20,14.095511
20,11,16,36.795135
20,03,02,20.32
20,24,30,9.831473
20,17,15,25.915516
20,12,17,78.99866
20,17,10,32.16879
20,16,29,33.829792
20,20,09,41.43722
20,32,34,46.5788
20,33,34,7.0448685
20,30,12,13.90713
20,01,30,5.3896313
20,05,17,6.7509694
20,11,27,17.72306
20,10,35,16.444565
20,36,01,7.0140743
20,08,07,17.60909
20,10,28,34.551178
20,09,37,38.63468
20,16,32,24.708902
20,14,34,1.439182
20,20,32,12.799528
20,21,36,5.032569
20,33,27,36.830605
20,24,34,12.780065
20,37,09,38.63468
20,08,35,2.936483
20,28,30,34.372192
20,03,28,8.191419
20,08,38,6.0171967
20,31,18,2.9140663
20,36,35,18.016129
20,28,05,38.66057
20,40,17,11.514507
20,35,37,20.553938
20,14,05,8.175348
20,39,11,25.42894
20,16,31,40.92699
20,27,33,36.830605
20,20,15,20.442585
20,11,37,7.275572
20,07,30,10.427884
20,39,12,25.10997
20,36,13,33.743797
20,25,07,3.8523312
20,13,21,11.049514
20,18,28,0.14834757
20,30,21,15.671952
20,04,14,9.2991085
20,09,03,1.4128244
20,20,12,9.101163
20,26,35,1.3057978
20,15,35,17.385193
20,34,21,3.7746933
20,14,16,16.491867
20,27,04,16.668018
20,23,09,23.035072
20,33,01,1.2763513
20,21,13,11.049514
20,35,31,22.65554
20,21,20,36.374344
20,38,15,49.448906
20,01,23,8.77219
20,09,16,19.735474
20,39,08,7.4205356
20,37,39,8.315759
20,02,10,51.482273
20,09,35,19.253141
20,02,35,9.358447
20,40,22,6.3827176
20,07,29,0.15821147
20,36,11,3.1475348
20,37,23,24.162432
20,01,16,9.519486
20,39,33,5.2436438
20,17,06,34.733166
20,06,09,39.54423
20,26,30,17.564396
20,09,14,3.458568
20,37,16,14.224438
20,40,37,39.28464
20,02,39,15.36033
20,22,31,3.0280862
20,19,23,19.420734
20,11,20,17.734768
20,09,33,28.555933
20,18,10,25.992165
20,15,13,12.431417
20,39,40,1.297573
20,06,10,23.88603
20,29,35,37.639103
20,03,23,19.211401
20,39,06,26.128765
20,03,40,12.217709
20,27,35,27.368277
20,35,08,2.936483
20,37,29,31.238419
20,12,19,0.53685457
20,30,03,22.40078
20,17,18,24.198746
20,16,15,5.5387654
20,14,25,4.3580017
20,18,03,19.633236
20,14,13,31.244894
20,12,35,19.165731
20,12,07,31.927567
20,25,06,54.769623
20,37,04,5.3160133
20,33,37,3.1834319
20,36,21,5.032569
20,35,29,37.639103
20,17,13,19.353321
20,34,25,5.6116652
20,36,34,43.860653
20,16,25,21.118645
20,06,32,3.2001066
20,03,19,21.962969
20,37,21,2.4982836
20,21,02,20.140831
20,23,20,48.0141
20,34,28,0.06057781
20,10,03,10.76061
20,40,24,5.631822
20,21,11,15.230851
20,26,29,24.797207
20,26,25,21.850824
20,24,09,7.20769
20,12,20,9.101163
20,36,33,16.99779
20,16,26,22.259714
20,32,05,5.4709835
20,27,30,5.584791
20,03,31,17.30538
20,33,17,6.301469
20,09,24,7.20769
20,06,35,13.305339
20,39,38,35.91397
20,29,25,31.991888
20,12,05,26.407406
20,30,15,44.043015
20,14,02,47.673218
20,08,01,5.8078256
20,14,26,7.2272506
20,07,31,15.984355
20,15,27,14.1958275
20,17,19,5.560369
20,27,21,30.375349
20,02,19,21.849089
20,25,36,34.43321
20,31,27,9.773771
20,05,13,19.547672
20,37,33,3.1834319
20,02,11,27.071468
20,39,37,8.315759
20,04,27,16.668018
20,18,13,28.039934
20,09,20,41.43722
20,39,34,6.550605
20,01,40,95.340126
20,03,21,31.956007
20,05,07,7.3154435
20,01,34,15.982732
20,27,19,50.28836
20,31,01,11.301383
20,33,30,15.205669
20,24,06,7.064332
20,24,23,11.775832
20,03,18,19.633236
20,30,40,12.021402
20,40,09,1.9215904
20,16,19,15.33861
20,05,30,6.3997035
20,22,37,25.028172
20,31,15,17.405848
20,14,07,1.7658613
20,31,16,40.92699
20,38,14,8.434582
20,23,15,9.98998
20,16,01,9.519486
20,09,25,5.9860616
20,11,01,12.703182
20,05,10,31.065117
20,33,20,38.050964
20,05,25,46.520348
20,13,15,12.431417
20,03,13,4.688684
20,14,12,0.60274744
20,29,36,40.20781
20,07,22,3.8378992
20,40,04,14.280322
20,23,14,22.831373
20,38,20,10.12005
20,12,13,4.3670163
20,29,32,28.043537
21,40,06,9.321127
21,21,02,26.540323
21,02,10,11.29541
21,17,26,17.631239
21,25,22,26.827654
21,23,05,36.171753
21,09,30,9.770998
21,36,29,15.709241
21,35,01,15.582859
21,27,36,43.86453
21,14,31,20.022234
21,25,12,20.445105
21,05,17,25.277279
21,36,28,19.635569
21,38,13,38.04881
21,38,04,11.868739
21,17,08,15.107494
21,29,05,16.524841
21,19,28,21.651783
21,15,38,62.87993
21,23,16,50.10045
21,02,03,50.64906
21,02,25,5.252345
21,16,31,29.01307
21,28,27,17.744013
21,13,33,5.0220523
21,09,36,41.078594
21,31,13,20.936886
21,18,22,48.46512
21,29,13,12.489602
21,24,25,36.537613
21,18,38,43.038574
21,12,21,47.21214
21,19,30,73.158485
21,15,18,24.65017
21,24,21,3.6632023
21,31,10,6.9531913
21,01,11,34.30558
21,25,13,9.46335
21,40,13,44.94993
21,15,23,45.474533
21,28,02,12.911924
21,29,23,4.1838098
21,05,27,2.9308658
21,11,30,34.756233
21,19,36,10.902559
21,15,16,10.577132
21,35,32,16.050615
21,13,40,44.94993
21,22,15,26.348948
21,37,14,0.4601165
21,28,38,18.691895
21,10,30,7.4089203
21,37,04,0.91025054
21,20,04,39.922905
21,04,02,18.239323
21,15,31,29.865088
21,08,38,35.93449
21,32,05,2.4901962
21,06,18,33.92006
21,32,37,52.866676
21,26,05,3.5794268
21,13,22,35.958702
21,30,10,7.4089203
21,24,32,9.315662
21,38,12,44.73882
21,20,36,69.03681
21,38,25,27.148077
21,29,17,3.8142052
21,34,15,42.428547
21,06,37,66.40097
21,25,20,20.204794
21,37,33,60.484653
21,23,18,20.27247
21,12,14,27.21078
21,17,30,29.282907
21,10,21,5.2387257
21,23,32,9.700218
21,23,20,53.673805
21,37,23,30.81342
21,22,02,33.861576
21,31,16,29.01307
21,29,08,9.296697
21,36,20,69.03681
21,19,33,14.378073
21,16,38,40.99071
21,18,04,31.627134
21,40,38,5.416902
21,01,10,0.39111212
21,28,05,25.175026
21,19,40,43.88519
21,03,21,40.9022
21,37,31,11.167369
21,15,36,57.046062
21,25,15,26.966915
21,19,06,13.990857
21,13,19,3.230559
21,38,03,7.929271
21,39,40,27.490313
21,14,23,26.430866
21,33,19,14.378073
21,27,34,6.1424446
21,19,26,26.8215
21,35,14,17.764647
21,14,04,1.1976326
21,38,27,36.09669
21,21,01,65.8787
21,24,16,3.1994073
21,27,20,33.13937
21,38,01,41.59202
21,28,36,19.635569
21,05,04,51.446445
21,36,17,6.0837617
21,35,40,7.7908745
21,29,12,32.88133
21,25,31,10.167602
21,20,31,34.575016
21,04,01,8.712904
21,07,34,7.578664
21,33,34,20.43291
21,21,11,9.89233
21,33,13,5.0220523
21,35,26,37.204254
21,11,40,30.125914
21,38,39,27.426754
21,38,22,7.3025846
21,37,29,19.861256
21,31,14,20.022234
21,23,15,45.474533
21,27,06,6.145256
21,04,05,51.446445
21,20,32,6.6621537
21,30,02,12.7263
21,27,40,36.19632
21,24,38,18.835154
21,36,09,41.078594
21,27,08,4.1399455
21,40,29,18.586487
21,40,16,58.86774
21,01,09,35.259197
21,12,36,30.517937
21,12,25,20.445105
21,35,20,23.77855
21,38,19,39.67314
21,40,28,20.627031
21,03,15,10.770504
21,34,09,9.854136
21,40,32,30.072342
21,31,25,10.167602
21,21,37,10.045882
21,38,15,62.87993
21,18,23,20.27247
21,36,34,28.29489
21,04,11,8.89366
21,36,38,30.215305
21,15,28,7.7482395
21,27,15,8.576986
21,27,37,48.949627
21,34,06,3.8274798
21,40,10,28.002691
21,37,22,23.36358
21,25,19,20.177048
21,20,33,30.241425
21,40,14,19.980324
21,02,40,5.0377846
21,26,30,31.539185
21,02,38,1.2505565
21,20,22,66.086334
21,35,07,15.2207575
21,13,38,38.04881
21,33,32,5.491539
21,11,04,8.89366
21,22,25,26.827654
21,29,36,15.709241
21,32,27,14.705237
21,30,22,23.123863
21,25,30,42.10051
21,26,40,46.347668
21,23,17,26.197683
21,32,33,5.491539
21,05,34,18.244429
21,08,03,10.769495
21,10,05,30.95662
21,26,32,43.385094
